tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,0,LGS031WJBBH,无,LGS031Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu đen,0,LGS031WJBBH,无,LGS031Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,1,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,2,LGS031DB101KD,A1,LGS031-tấm trên,1138x300x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,3,DD1050,R,1050-đèn LED,DC12V，SMD5050，1050mm,FPCB,đen bóng,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,4,DD1050,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,5,BCDB35027223BH,Z05,LGS đáy túi vải 28X35,345x275x3mm,MDF&vải không dệt,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,6,BC350282188KD,Y05,LGS túi vải 35x28x18.7,350x280x187mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,7,LGS031YZKBH,C2,LGS031-Khung giữa phải,576x290x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,8,SLHGZY001BH,BR,280mm Thanh ngăn kéo phải,280x25x20mm,PP&GF40,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,9,LGS031ZZKBH,C1,LGS031-Khung giữa trái,576x290x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,10,LGS031CB101KD,A2,LGS031-tấm tầng,356x290x12mm,PB,màu gỗ cổ,linh kiện,3
BOM-màu gỗ cổ 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS031K101S,300Dx1138Wx598Hmm,màu gỗ cổ,11,LGS031ZYKBH,D,LGS031-Khung bên trái phải,576x290x15mm,Q195,đen nhám,linh kiện,2
