tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,1,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,2,LGS032DB101KD,A1,LGS032-S tấm trên,1138x300x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,3,LGS032CBSKD,A2,LGS032-S-tấm tầng giữa,356x290x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,4,LGS032CBXKD,A3,LGS032-S-Tấm tầng đáy,356x290x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,5,SLHGZZ001BH,BL,280mm Thanh ngăn kéo trái,280x25x20mm,PP&GF40,màu đen,linh kiện,6
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,6,SLHGZY001BH,BR,280mm Thanh ngăn kéo phải,280x25x20mm,PP&GF40,màu đen,linh kiện,6
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,7,LGS032ZZKBH,C1,LGS032-S-Khung giữa trái,584x290x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,8,LGS032YZKBH,C2,LGS032-S-Khung giữa phải,584x290x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,9,LGS032ZKBH,D,LGS032-S-khung bên trái,657x290x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-45inch,LGS032K101S,300Dx1138Wx681Hmm,màu gỗ cổ,10,LGS032YKBH,E,LGS032-S-khung bên phải,657x290x15mm,Q195,đen nhám,linh kiện,1
