tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,0,LGS733WJBBH,无,LGS733Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu trắng,0,LGS733WJBWH,无,LGS733Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu đen,0,LGS733WJBBH,无,LGS733Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,1,DD1050,R,1050-đèn LED,"DC12V, SMD5050, 1050mm",FPCB,đen bóng,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,2,DD1050,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,3,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,4,SLHGZZ001BH,BL,280mm Thanh ngăn kéo trái,280x25x23mm,PP&GF40,màu đen,linh kiện,7
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,5,SLHGZY001BH,BR,280mm Thanh ngăn kéo phải,280x25x23mm,PP&GF40,màu đen,linh kiện,7
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,6,ZJG150654BH,M,54 chân đế,70x15x15,Q195,đen nhám,linh kiện,2
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,7,LGS333XQHLBH,G,LGS333_433_733_833 Thanh dưới trước,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,8,LGS333XHHLBH,F,LGS333_433_733_833 Thanh dưới sau,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,9,LGS333SZKBH,I,LGS333_723_733 khung đỡ,290x178x15mm,Q195,đen nhám,linh kiện,3
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,10,LGS333SQHLBH,J,LGS333_733 thanh trên,1098x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,11,LGS333XZQSLBH,L2,LGS723_733 thanh dọc giữa-trước,198x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,12,LGS333XZHSLBH,L1,LGS723_733 thanh dọc giữa-sau,198x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS733-3 列 3 Kệ tầng mở có đèn và điện 7 tủ ngăn kéo,LGS733KD05S,300Dx1138Wx681Hmm,màu gỗ cổ,13,LGS333YKBH,E,LGS723_733 khung bên phải,659x290x15mm,Q195,đen nhám,linh kiện,1
