tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,0,LGS333WJBBH,无,LGS333Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu trắng,0,LGS333WJBWH,无,LGS333Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu đen,0,LGS333WJBBH,无,LGS333Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,1,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,2,SLHGZZ001BH,BL,280mm Thanh ngăn kéo trái,280x25x23mm,PP&GF40,màu đen,linh kiện,10
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,3,SLHGZY001BH,BR,280mm Thanh ngăn kéo phải,280x25x23mm,PP&GF40,màu đen,linh kiện,10
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,4,ZJG150654BH,M,54 chân đế,70x15x15,Q195,đen nhám,linh kiện,2
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,5,LGS333YKBH,E,LGS333-433 khung bên phải,659x290x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,6,LGS333ZKBH,D,LGS333-433 khung bên trái,659x290x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,7,LGS333XZQSLBH,L2,LGS333_334_433_434 thanh dọc giữa-trước,391x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,8,LGS333XZHSLBH,L1,LGS333_334_433_434 thanh dọc giữa-sau,391x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,9,LGS333SQHLBH,G,LGS333_433_733_833 Thanh dưới trước,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,10,LGS333XHHLBH,F,LGS333_433_733_833 Thanh dưới sau,1098x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,11,LGS333SZKBH,I,LGS333_723_733 khung đỡ,290x178x15mm,Q195,đen nhám,linh kiện,3
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,12,LGS333SQHLBH,C,LGS333_733 thanh trên,1098x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,13,LGS333DB101KD,A,LGS333_ Mặt bàn trên,1138x300x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,14,BC255282166KD,Y10,LGS túi vải 25.7x28x16.8,257x280x168mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,4
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,15,BC348282186KD,Y05,LGS túi vải 35x28x18.7,350x280x187mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,6
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,16,BCDB24527223BH,Z01,LGS đáy túi vải 28x25.7,252x275x3mm,MDF&vải không dệt,màu đen,linh kiện,4
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,17,BCDB33827223BH,Z05,LGS đáy túi vải 28x35,345x275x3mm,MDF&vải không dệt,màu đen,linh kiện,6
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,18,LGS333PKXKD,无,thùng carton,1185×330×110mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,19,ZHJ5050100,无,giấy nẹp,50×50×100mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS333-3 列 3 tầng cơ bản 10 tủ ngăn kéo-45inch,LGS333KD02S,300Dx1138Wx681Hmm,màu gỗ cổ,20,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
