tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,1,LGS420SHLBHGK,F2,LGS420-S-Thanh trên sau,727x15x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,2,LGS420ZLKBH,G,LGS421_420-S-khung đỡ,335x198x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,3,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,4,LGS420DB102KD,A1,LGS420-S-Tấm trên phải,785x350x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,5,DD1500,R,1500-đèn LED,DC12V，SMD5050，1500mm,FPCB,đen bóng,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,6,DD1500,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,7,LGS420SHLBH,F1,LGS420-S-Thanh trên trước,727x15x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,8,LGS420YZKBHGK,C2,LGS421_420-S_231_131-Khung giữa phải,576x335x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,9,BCDB35031723BH,Z06,LGS-đáy túi vải 32.5X35,345x322x3mm,MDF&vải không dệt,màu đen,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,10,BC3503327188KD,Y14,LGS túi vải 35x32.5x18.7,350x325x188mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,11,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu đen,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,12,SLHGZY002BH,BR,325mm Thanh ngăn kéo phải,325x25x20mm,PP&GF40,màu đen,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,13,LGS420XHLBH,E,LGS420-S-thanh dưới,727x15x15mm,Q195,đen nhám,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,14,LGS420ZZKBHGK,C1,LGS421_420-S_231_131-Khung giữa trái,576x335x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,15,LGS420CBZYKD,A4,LGS421_420-S-Tấm tầng bên,386.5x335x12mm,PB,màu gỗ cổ,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,16,LGS420ZYKBH,D,LGS421_420-S_231_131-Khung bên trái phải,576x335x15mm,Q195,đen nhám,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,17,LGS420CBZKD,A3,LGS420-S-Tấm tầng giữa,727x335x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,18,LGS420DB101KD,A2,LGS420-S-Tấm trên trái,785x350x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,19,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,20,LGS420ZFXKD,无,thùng đóng giữa,890×380×130mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,21,ZHJ5050110,无,giấy nẹp,50×50×110mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,22,LGS420ZK,无,giấy lót,sóng đơn 860×60,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,23,LGS420PM001,无,mút xốp,"16Kg,367×110×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-màu gỗ cổ 4 列 2 层 2 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS420K101S,350Dx1570Wx598Hmm,màu gỗ cổ,24,LGS420PM002,无,mút xốp,"16Kg,355×72×27mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
