tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,0,LGS834WJBWH,无,LGS834Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu đen,0,LGS834WJBBH,无,LGS834Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,1,DD1350,R,1350-đèn LED,"DC12V, SMD5050, 1350mm",FPCB,đen bóng,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,2,DD1350,R1,kẹp cố định đèn,theo thực tế,PP,màu trắng,linh kiện,5
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,3,LG05254WH,X01,254 thanh đũa,Ø5x254mm,Q195,trắng nhám,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,4,SLHGZZ002WH,BL,325mm Thanh ngăn kéo trái,325x25x23mm,PP&GF40,màu trắng,linh kiện,6
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,5,SLHGZY002WH,BR,325mm Thanh ngăn kéo phải,325x25x23mm,PP&GF40,màu trắng,linh kiện,6
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,6,ZJG150654WH,M,54 chân đế,70x15x15,Q195,trắng nhám,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,7,LGS334XQYHLWH,G2,LGS334_434_834-Thanh dưới phải-trước_tổ hợp,708x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,8,LGS334XHYHLWH,F2,LGS334_434_834-Thanh dưới phải-sau_tổ hợp,708x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,9,LGS334XQZHLWH,G1,LGS334_434_834-Thanh dưới trái-trước,760x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,10,LGS334XHZHLWH,F1,LGS334_434_834-Thanh dưới trái-sau,760x15x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,11,LGS834ZYKWH,C,LGS834 khung giữa,391x335x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,12,LGS834YKWH,E,LGS834 khung bên phải,659x335x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,13,LGS834DB202WH,A1,LGS834 tấm trên phải,734x350x12mm,PB,màu trắng,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,14,LGS834CB201WH,A3,LGS834 tấm tầng,714x350x12mm,Q195,màu trắng,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,15,LGS834ZKWH,D,LGS834 khung bên trái,659x335x15mm,Q195,trắng nhám,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,16,LGS834DB201WH,A2,LGS834 tấm trên trái,734x350x12mm,PB,màu trắng,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,17,LGS834QSYHLWH,J2,LGS834 Thanh trên phải_tổ hợp,658x30x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,18,LGS834QSZHLWH,J1,LGS834 Thanh trên trái,810x30x15mm,Q195,trắng nhám,linh kiện,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,19,BC458327186WH,Y06,LGS túi vải 46x32.5x18.7,460x325x187mm,MDF&vải không dệt,màu trắng,linh kiện,6
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,20,BCDB44831723WH,Z08,LGS đáy túi vải 32.5x46,455x320x3mm,MDF&vải không dệt,màu trắng,linh kiện,6
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,21,PC221WH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1TypeC ổ cắm,ABS,màu trắng,linh kiện,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,22,LGS834ZFXWH,无,thùng đóng giữa,990×380×165mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,23,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,24,ZHJ5050150,无,giấy nẹp,50×50×150mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,25,LGS834PM001,无,mút xốp,"16kg,367×150×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS834-3 列 3 Kệ tầng mở có đèn và điện 6 tủ ngăn kéo-57inch,LGS834WH02S,350Dx1468Wx681Hmm,màu trắng,26,LGS834PM002,无,mút xốp,"16kg,360×85×68mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
