tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,1,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,2,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x23mm,PP&GF40,màu đen,linh kiện,9
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,3,SLHGZY002BH,BR,325mm Thanh ngăn kéo phải,325x25x23mm,PP&GF40,màu đen,linh kiện,9
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,4,ZJG150654BH,M,54 chân đế(chiều dài ren 23mm),80x15x15,Q195,đen nhám,linh kiện,4
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,5,LG05595BH,X02,595 thanh đũa,Ø5x595mm,Q195,đen nhám,linh kiện,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,6,LGS133XQYHLBH,G,LGS133-Thanh dưới phải-trước,714x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,7,LGS133XHYHLBH,F,LGS133-Thanh dưới phải-sau,714x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,8,LGS133XQZHLBH,K,LGS133-Thanh dưới trái-trước_tổ hợp,754x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,9,LGS133XHZHLBH,J,LGS133-Thanh dưới trái-sau_tổ hợp,754x15x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,10,LGS133DB201BH,A,LGS133-Mặt bàn trên,734x350x12mm,PB,màu gỗ cổ,linh kiện,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,11,LGS133ZYKBH,C,LGS133_233 khung giữa,584x335x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,12,LGS133YKBH,E,LGS133 khung bên phải,659x335x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,13,LGS133ZKBH,D,LGS133 khung bên trái,659x335x15mm,Q195,đen nhám,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,14,LGS133SZQHLBH,S,LGS133 thanh trên,466x15x15mm,Q195,đen nhám,linh kiện,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,15,BC458327171KD,Y07,LGS túi vải 46x32.5x17.3,460x325x173mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,16,BC458327186KD,Y06,LGS túi vải 46x32.5x18.7,460x325x187mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,8
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,17,BCDB44831723BH,Z08,LGS đáy túi vải 32.5x46,455x320x3mm,MDF&vải không dệt,màu đen,linh kiện,9
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,18,LGS133ZFXKD,无,thùng đóng giữa,820×485×140mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,19,ZHJ5050120,无,giấy nẹp,80×80×130mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,20,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,4
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,21,LGS133PM001,无,mút xốp,"20kg,472×130×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,22,LGS133PM002,无,mút xốp,"16kg,740×50×34mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,23,LGS133ZK,无,giấy lót,sóng đơn 785×60mm,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,24,LGS133SMS,无,LGS133 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,25,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,26,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,27,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,1,LNSLSD65254BZ,1,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,2,NLPLS6022BH,2,M6x22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,16+2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,3,NLPLS6010BH,3,M6x10 ốc lục giác,M6x10mm,#10,màu đen,Túi ngũ kim,8+2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,4,BCLS129228BH,4,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,9
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,5,ZGLS4010CZ,5,ST4x10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,18+2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,6,SLPZLS6030WH,6,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,7,ZGLS3560BH,6,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,8,TZJD629825BH,7,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,8
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,9,NLDP15508020BH,8,lông đền nhựa,đường kính ngoài 15.5×lỗ trong 8.0×厚 2.0mm,PP,màu đen,Túi ngũ kim,4
BOM-LGS133-3 列 3 层 9 抽-57inch,LGS133KD02S,350Dx1468Wx681Hmm,màu gỗ cổ,10,MS6030YS,9,6x30 chốt gỗ,Ø6x30mm,木,màu gỗ,Túi ngũ kim,3
