tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,0,LGS132WJBBH,无,LGS132Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,1,LGS132DB101BH,A2,LGS132-S-tấm trên trái,734x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,2,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,3,DD0400,R,400-đèn LED,DC12V，SMD5050，400mm,FPCB,đen bóng,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,4,DD0400,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,5,LGS132YZKBH,C2,LGS132_232-S-Khung giữa phải,584x335x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,6,LGS132DB102BH,A1,LGS132-S-tấm trên phải,734x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,7,LGS132YKBH,E,LGS132_232-S-Khung bên phải,657x335x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,8,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu đen,linh kiện,6
BOM-đen khói 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-57inch,LGS132B101S,350Dx1468Wx679Hmm,màu đen,9,LGS132XHYHLBH,F1,LGS132-S-Thanh dưới phải-sau,764x31x15mm,Q195,đen nhám,linh kiện,1
