tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,0,LGS232WJBBH,无,LGS232Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu đen,0,LGS232WJBBH,无,LGS232Túi ngũ kim,Xem chi tiết,无,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,1,LGS232SHLBH,J,LGS232-S-thanh trên,556x15x15mm,Q195,đen nhám,linh kiện,2
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,2,PC221BH,S,ổ cắm điện,tiêu chuẩn Anh-2AC+1USB+1 Type C ổ cắm,ABS,màu đen,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,3,DD0500,R,500-đèn LED,DC12V，SMD5050，500mm,FPCB,đen bóng,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,4,DD0500,R1,kẹp cố định đèn,theo thực tế,PP,màu tự nhiên,linh kiện,5
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,5,LGS232YZKBH,C2,LGS232_132-S-Khung giữa phải,584x335x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,6,LGS232DB102KD,A1,LGS232-S-tấm trên phải,869x350x12mm,PB,màu gỗ cổ,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,7,LGS232YKBH,E,LGS232_132-S-Khung bên phải,657x335x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,8,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu đen,linh kiện,6
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,9,LGS232XHYHLBH,F1,LGS232-S-Thanh dưới phải-sau,899x31x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,10,LGS232SQYHLBH,F2,LGS232-S-Thanh dưới phải-trước,899x31x15mm,Q195,đen nhám,linh kiện,1
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,11,BCDB55031723BH,Z09,LGS đáy túi vải 32.5X55,545x320x3mm,MDF&vải không dệt,màu đen,linh kiện,6
BOM-màu gỗ cổ 3 列 3 层 6 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-68inch,LGS232K101S,350Dx1738Wx679Hmm,màu gỗ cổ,12,BC5503327188KD,Y08,LGS túi vải 55x32.5x18.7,550x325x187mm,MDF&vải không dệt,màu gỗ cổ,linh kiện,6
